2018-03-05 22:16:13,924 [1] INFO  Photon.LoadBalancing.GameServer.GameApplication - Setup: serverId=457e8a24-60f7-469f-8503-324f04cfc2df
2018-03-05 22:16:15,750 [1] INFO  Photon.SocketServer.ApplicationBase - Application start: AppId=Game; AppPath=D:\Project\Test\Photon-OnPremise-Server-SDK_v4-0-29-11263\deploy\LoadBalancing\GameServer, Type=Photon.LoadBalancing.GameServer.GameApplication 
2018-03-05 22:16:15,759 [1] INFO  Photon.SocketServer.Diagnostics.CounterPublisher - CounterPublisher started publishing ExitGames.Diagnostics.Monitoring.CounterSamplePublisher to ExitGames.Diagnostics.Monitoring.CounterSampleSender
2018-03-05 22:16:18,215 [12] INFO  Photon.LoadBalancing.GameServer.MasterServerConnectionBase - Master connection established: address:127.0.0.1
2018-03-05 22:16:18,220 [12] INFO  Photon.Common.LoadBalancer.ServerStateManager - Server state is set to online
2018-03-05 22:16:18,228 [12] INFO  Photon.LoadBalancing.GameServer.OutgoingMasterServerPeer - Registering game server with address 127.0.0.1, TCP 4531, UDP 5056, WebSocket 9091, Secure WebSocket 19091, HTTP 80, ServerID 457e8a24-60f7-469f-8503-324f04cfc2df, Hostname localhost, IPv6Address 
2018-03-05 22:16:18,297 [14] INFO  Photon.LoadBalancing.GameServer.OutgoingMasterServerPeer - Successfully registered at master server: serverId=457e8a24-60f7-469f-8503-324f04cfc2df
2018-03-05 22:20:31,329 [21] INFO  Photon.LoadBalancing.GameServer.GameApplication - Setup: serverId=0f979bca-5867-4230-8576-6c3cafb7965c
2018-03-05 22:20:31,360 [21] INFO  Photon.Common.LoadBalancer.Common.PublicIPAddressReader - Public IP lookup - remote endpoint: 23.101.1.101 (InterNetwork), local endpoint: 0.0.0.0 (InterNetwork)
2018-03-05 22:20:31,400 [21] INFO  Photon.Common.LoadBalancer.Common.PublicIPAddressReader - Public IP address: 113.103.5.145, lookup at http://licensesp.exitgames.com/echoip
2018-03-05 22:20:31,839 [21] INFO  Photon.SocketServer.Diagnostics.HttpQueuePerformanceCounters - HTTP Queue performance counters successfully initialized
2018-03-05 22:20:31,844 [21] INFO  Photon.SocketServer.Diagnostics.HttpQueuePerformanceCounters - Internal HTTP Queue performance counters successfully created
2018-03-05 22:20:31,852 [21] INFO  Photon.LoadBalancing.GameServer.GameApplication - TokenCreator intialized with an expiration of 02:46:40
2018-03-05 22:20:33,081 [21] WARN  Photon.Common.LoadBalancer.LoadShedding.WorkloadController - Did not find counter Business Logic Queue
2018-03-05 22:20:33,086 [21] WARN  Photon.Common.LoadBalancer.LoadShedding.WorkloadController - Did not find counter ENet Queue
2018-03-05 22:20:33,092 [21] WARN  Photon.Common.LoadBalancer.LoadShedding.WorkloadController - Did not find counter bytes in/sec
2018-03-05 22:20:33,097 [21] WARN  Photon.Common.LoadBalancer.LoadShedding.WorkloadController - Did not find counter bytes out/sec
2018-03-05 22:20:33,102 [21] WARN  Photon.Common.LoadBalancer.LoadShedding.WorkloadController - Did not find counter ENet Threads Processing
2018-03-05 22:20:33,107 [21] WARN  Photon.Common.LoadBalancer.LoadShedding.WorkloadController - Did not find counter ENet Threads Active
2018-03-05 22:20:33,112 [21] WARN  Photon.Common.LoadBalancer.LoadShedding.WorkloadController - Did not find counter Time Spent In Server: In (ms)
2018-03-05 22:20:33,120 [21] WARN  Photon.Common.LoadBalancer.LoadShedding.WorkloadController - Did not find counter Time Spent In Server: Out (ms)
2018-03-05 22:20:33,125 [21] WARN  Photon.Common.LoadBalancer.LoadShedding.WorkloadController - Did not find counter TCP: Disconnected Peers +/sec
2018-03-05 22:20:33,131 [21] WARN  Photon.Common.LoadBalancer.LoadShedding.WorkloadController - Did not find counter TCP: Disconnected Peers (C) +/sec
2018-03-05 22:20:33,135 [21] WARN  Photon.Common.LoadBalancer.LoadShedding.WorkloadController - Did not find counter TCP: Peers
2018-03-05 22:20:33,140 [21] WARN  Photon.Common.LoadBalancer.LoadShedding.WorkloadController - Did not find counter UDP: Disconnected Peers +/sec
2018-03-05 22:20:33,145 [21] WARN  Photon.Common.LoadBalancer.LoadShedding.WorkloadController - Did not find counter UDP: Disconnected Peers (C) +/sec
2018-03-05 22:20:33,150 [21] WARN  Photon.Common.LoadBalancer.LoadShedding.WorkloadController - Did not find counter UDP: Peers
2018-03-05 22:20:33,162 [21] WARN  Photon.Common.LoadBalancer.LoadShedding.FeedbackControlSystem - Could not initialize Feedback Control System from configuration: Invalid configuration file D:\Project\Test\Photon-OnPremise-Server-SDK_v4-0-29-11263\deploy\Workload.config. Using default settings... (未能找到文件“D:\Project\Test\Photon-OnPremise-Server-SDK_v4-0-29-11263\deploy\Workload.config”。)
2018-03-05 22:20:33,173 [21] INFO  Photon.Common.LoadBalancer.ServerStateManager - Watching for application state file in D:\Project\Test\Photon-OnPremise-Server-SDK_v4-0-29-11263\deploy\ServerState.txt
2018-03-05 22:20:33,180 [21] INFO  Photon.Common.LoadBalancer.ServerStateManager - Server state is set to online
2018-03-05 22:20:33,185 [21] INFO  Photon.LoadBalancing.GameServer.GameApplication - Initializing master server connection ...
2018-03-05 22:20:33,213 [21] INFO  Photon.LoadBalancing.GameServer.MasterServerConnectionBase - Connecting to master at 127.0.0.1:4520, serverId=0f979bca-5867-4230-8576-6c3cafb7965c
2018-03-05 22:20:33,233 [21] INFO  Photon.SocketServer.ApplicationBase - Application start: AppId=Game; AppPath=D:\Project\Test\Photon-OnPremise-Server-SDK_v4-0-29-11263\deploy\LoadBalancing\GameServer, Type=Photon.LoadBalancing.GameServer.GameApplication 
2018-03-05 22:20:33,243 [21] INFO  Photon.SocketServer.Diagnostics.CounterPublisher - CounterPublisher started publishing ExitGames.Diagnostics.Monitoring.CounterSamplePublisher to ExitGames.Diagnostics.Monitoring.CounterSampleSender
2018-03-05 22:20:33,254 [21] INFO  Photon.LoadBalancing.GameServer.GameApplication - OnStopRequested: serverid=457e8a24-60f7-469f-8503-324f04cfc2df
2018-03-05 22:20:33,260 [21] INFO  Photon.SocketServer.ApplicationBase - Application is stopping: AppId=Game
2018-03-05 22:20:33,262 [18] INFO  Photon.LoadBalancing.GameServer.OutgoingMasterServerPeer - connection to master closed (id=2, reason=ManagedDisconnect, detail=), serverId=457e8a24-60f7-469f-8503-324f04cfc2df
2018-03-05 22:20:33,271 [21] INFO  Photon.LoadBalancing.GameServer.GameApplication - TearDown: serverId=457e8a24-60f7-469f-8503-324f04cfc2df
2018-03-05 22:20:33,284 [21] INFO  Photon.SocketServer.ApplicationBase - Application stop: AppId=Game
2018-03-05 22:20:33,305 [17] INFO  Photon.LoadBalancing.GameServer.MasterServerConnectionBase - Master connection established: address:127.0.0.1
2018-03-05 22:20:33,313 [17] INFO  Photon.Common.LoadBalancer.ServerStateManager - Server state is set to online
2018-03-05 22:20:33,321 [17] INFO  Photon.LoadBalancing.GameServer.OutgoingMasterServerPeer - Registering game server with address 113.103.5.145, TCP 4531, UDP 5056, WebSocket 9091, Secure WebSocket 19091, HTTP 80, ServerID 0f979bca-5867-4230-8576-6c3cafb7965c, Hostname localhost, IPv6Address 
2018-03-05 22:20:33,347 [17] INFO  Photon.LoadBalancing.GameServer.OutgoingMasterServerPeer - Successfully registered at master server: serverId=0f979bca-5867-4230-8576-6c3cafb7965c
2018-03-05 22:20:55,486 [21] INFO  Photon.LoadBalancing.GameServer.GameApplication - Setup: serverId=319a98aa-54c0-4826-95b8-65869fafe711
2018-03-05 22:20:55,929 [21] INFO  Photon.SocketServer.Diagnostics.HttpQueuePerformanceCounters - HTTP Queue performance counters successfully initialized
2018-03-05 22:20:55,935 [21] INFO  Photon.SocketServer.Diagnostics.HttpQueuePerformanceCounters - Internal HTTP Queue performance counters successfully created
2018-03-05 22:20:55,943 [21] INFO  Photon.LoadBalancing.GameServer.GameApplication - TokenCreator intialized with an expiration of 02:46:40
2018-03-05 22:20:57,135 [21] WARN  Photon.Common.LoadBalancer.LoadShedding.WorkloadController - Did not find counter Business Logic Queue
2018-03-05 22:20:57,140 [21] WARN  Photon.Common.LoadBalancer.LoadShedding.WorkloadController - Did not find counter ENet Queue
2018-03-05 22:20:57,145 [21] WARN  Photon.Common.LoadBalancer.LoadShedding.WorkloadController - Did not find counter bytes in/sec
2018-03-05 22:20:57,150 [21] WARN  Photon.Common.LoadBalancer.LoadShedding.WorkloadController - Did not find counter bytes out/sec
2018-03-05 22:20:57,155 [21] WARN  Photon.Common.LoadBalancer.LoadShedding.WorkloadController - Did not find counter ENet Threads Processing
2018-03-05 22:20:57,159 [21] WARN  Photon.Common.LoadBalancer.LoadShedding.WorkloadController - Did not find counter ENet Threads Active
2018-03-05 22:20:57,164 [21] WARN  Photon.Common.LoadBalancer.LoadShedding.WorkloadController - Did not find counter Time Spent In Server: In (ms)
2018-03-05 22:20:57,169 [21] WARN  Photon.Common.LoadBalancer.LoadShedding.WorkloadController - Did not find counter Time Spent In Server: Out (ms)
2018-03-05 22:20:57,173 [21] WARN  Photon.Common.LoadBalancer.LoadShedding.WorkloadController - Did not find counter TCP: Disconnected Peers +/sec
2018-03-05 22:20:57,178 [21] WARN  Photon.Common.LoadBalancer.LoadShedding.WorkloadController - Did not find counter TCP: Disconnected Peers (C) +/sec
2018-03-05 22:20:57,183 [21] WARN  Photon.Common.LoadBalancer.LoadShedding.WorkloadController - Did not find counter TCP: Peers
2018-03-05 22:20:57,187 [21] WARN  Photon.Common.LoadBalancer.LoadShedding.WorkloadController - Did not find counter UDP: Disconnected Peers +/sec
2018-03-05 22:20:57,192 [21] WARN  Photon.Common.LoadBalancer.LoadShedding.WorkloadController - Did not find counter UDP: Disconnected Peers (C) +/sec
2018-03-05 22:20:57,196 [21] WARN  Photon.Common.LoadBalancer.LoadShedding.WorkloadController - Did not find counter UDP: Peers
2018-03-05 22:20:57,208 [21] WARN  Photon.Common.LoadBalancer.LoadShedding.FeedbackControlSystem - Could not initialize Feedback Control System from configuration: Invalid configuration file D:\Project\Test\Photon-OnPremise-Server-SDK_v4-0-29-11263\deploy\Workload.config. Using default settings... (未能找到文件“D:\Project\Test\Photon-OnPremise-Server-SDK_v4-0-29-11263\deploy\Workload.config”。)
2018-03-05 22:20:57,220 [21] INFO  Photon.Common.LoadBalancer.ServerStateManager - Watching for application state file in D:\Project\Test\Photon-OnPremise-Server-SDK_v4-0-29-11263\deploy\ServerState.txt
2018-03-05 22:20:57,227 [21] INFO  Photon.Common.LoadBalancer.ServerStateManager - Server state is set to online
2018-03-05 22:20:57,232 [21] INFO  Photon.LoadBalancing.GameServer.GameApplication - Initializing master server connection ...
2018-03-05 22:20:57,261 [21] INFO  Photon.LoadBalancing.GameServer.MasterServerConnectionBase - Connecting to master at 127.0.0.1:4520, serverId=319a98aa-54c0-4826-95b8-65869fafe711
2018-03-05 22:20:57,281 [21] INFO  Photon.SocketServer.ApplicationBase - Application start: AppId=Game; AppPath=D:\Project\Test\Photon-OnPremise-Server-SDK_v4-0-29-11263\deploy\LoadBalancing\GameServer, Type=Photon.LoadBalancing.GameServer.GameApplication 
2018-03-05 22:20:57,290 [21] INFO  Photon.SocketServer.Diagnostics.CounterPublisher - CounterPublisher started publishing ExitGames.Diagnostics.Monitoring.CounterSamplePublisher to ExitGames.Diagnostics.Monitoring.CounterSampleSender
2018-03-05 22:20:57,299 [21] INFO  Photon.LoadBalancing.GameServer.GameApplication - OnStopRequested: serverid=0f979bca-5867-4230-8576-6c3cafb7965c
2018-03-05 22:20:57,305 [21] INFO  Photon.SocketServer.ApplicationBase - Application is stopping: AppId=Game
2018-03-05 22:20:57,309 [15] INFO  Photon.LoadBalancing.GameServer.OutgoingMasterServerPeer - connection to master closed (id=3, reason=ManagedDisconnect, detail=), serverId=0f979bca-5867-4230-8576-6c3cafb7965c
2018-03-05 22:20:57,314 [21] INFO  Photon.LoadBalancing.GameServer.GameApplication - TearDown: serverId=0f979bca-5867-4230-8576-6c3cafb7965c
2018-03-05 22:20:57,322 [21] INFO  Photon.SocketServer.ApplicationBase - Application stop: AppId=Game
2018-03-05 22:20:57,335 [15] INFO  Photon.LoadBalancing.GameServer.MasterServerConnectionBase - Master connection established: address:127.0.0.1
2018-03-05 22:20:57,340 [15] INFO  Photon.Common.LoadBalancer.ServerStateManager - Server state is set to online
2018-03-05 22:20:57,354 [15] INFO  Photon.LoadBalancing.GameServer.OutgoingMasterServerPeer - Registering game server with address 192.168.3.7, TCP 4531, UDP 5056, WebSocket 9091, Secure WebSocket 19091, HTTP 80, ServerID 319a98aa-54c0-4826-95b8-65869fafe711, Hostname localhost, IPv6Address 
2018-03-05 22:20:57,381 [12] INFO  Photon.LoadBalancing.GameServer.OutgoingMasterServerPeer - Successfully registered at master server: serverId=319a98aa-54c0-4826-95b8-65869fafe711
2018-03-05 22:21:17,491 [1] INFO  Photon.LoadBalancing.GameServer.GameApplication - OnStopRequested: serverid=319a98aa-54c0-4826-95b8-65869fafe711
2018-03-05 22:21:17,497 [1] INFO  Photon.SocketServer.ApplicationBase - Application is stopping: AppId=Game
2018-03-05 22:21:17,501 [18] INFO  Photon.LoadBalancing.GameServer.OutgoingMasterServerPeer - connection to master closed (id=4, reason=ManagedDisconnect, detail=), serverId=319a98aa-54c0-4826-95b8-65869fafe711
2018-03-05 22:21:17,535 [1] INFO  Photon.LoadBalancing.GameServer.GameApplication - TearDown: serverId=319a98aa-54c0-4826-95b8-65869fafe711
2018-03-05 22:21:17,540 [1] INFO  Photon.SocketServer.ApplicationBase - Application stop: AppId=Game
2018-03-05 22:21:29,461 [1] INFO  Photon.LoadBalancing.GameServer.GameApplication - Setup: serverId=50f81fc9-d6a9-4d8e-835e-bc2d5131c90d
2018-03-05 22:21:29,907 [1] INFO  Photon.SocketServer.Diagnostics.HttpQueuePerformanceCounters - HTTP Queue performance counters successfully initialized
2018-03-05 22:21:29,912 [1] INFO  Photon.SocketServer.Diagnostics.HttpQueuePerformanceCounters - Internal HTTP Queue performance counters successfully created
2018-03-05 22:21:29,921 [1] INFO  Photon.LoadBalancing.GameServer.GameApplication - TokenCreator intialized with an expiration of 02:46:40
2018-03-05 22:21:31,152 [1] WARN  Photon.Common.LoadBalancer.LoadShedding.WorkloadController - Did not find counter Business Logic Queue
2018-03-05 22:21:31,157 [1] WARN  Photon.Common.LoadBalancer.LoadShedding.WorkloadController - Did not find counter ENet Queue
2018-03-05 22:21:31,163 [1] WARN  Photon.Common.LoadBalancer.LoadShedding.WorkloadController - Did not find counter bytes in/sec
2018-03-05 22:21:31,168 [1] WARN  Photon.Common.LoadBalancer.LoadShedding.WorkloadController - Did not find counter bytes out/sec
2018-03-05 22:21:31,173 [1] WARN  Photon.Common.LoadBalancer.LoadShedding.WorkloadController - Did not find counter ENet Threads Processing
2018-03-05 22:21:31,178 [1] WARN  Photon.Common.LoadBalancer.LoadShedding.WorkloadController - Did not find counter ENet Threads Active
2018-03-05 22:21:31,183 [1] WARN  Photon.Common.LoadBalancer.LoadShedding.WorkloadController - Did not find counter Time Spent In Server: In (ms)
2018-03-05 22:21:31,189 [1] WARN  Photon.Common.LoadBalancer.LoadShedding.WorkloadController - Did not find counter Time Spent In Server: Out (ms)
2018-03-05 22:21:31,194 [1] WARN  Photon.Common.LoadBalancer.LoadShedding.WorkloadController - Did not find counter TCP: Disconnected Peers +/sec
2018-03-05 22:21:31,199 [1] WARN  Photon.Common.LoadBalancer.LoadShedding.WorkloadController - Did not find counter TCP: Disconnected Peers (C) +/sec
2018-03-05 22:21:31,205 [1] WARN  Photon.Common.LoadBalancer.LoadShedding.WorkloadController - Did not find counter TCP: Peers
2018-03-05 22:21:31,210 [1] WARN  Photon.Common.LoadBalancer.LoadShedding.WorkloadController - Did not find counter UDP: Disconnected Peers +/sec
2018-03-05 22:21:31,214 [1] WARN  Photon.Common.LoadBalancer.LoadShedding.WorkloadController - Did not find counter UDP: Disconnected Peers (C) +/sec
2018-03-05 22:21:31,219 [1] WARN  Photon.Common.LoadBalancer.LoadShedding.WorkloadController - Did not find counter UDP: Peers
2018-03-05 22:21:31,230 [1] WARN  Photon.Common.LoadBalancer.LoadShedding.FeedbackControlSystem - Could not initialize Feedback Control System from configuration: Invalid configuration file D:\Project\Test\Photon-OnPremise-Server-SDK_v4-0-29-11263\deploy\Workload.config. Using default settings... (未能找到文件“D:\Project\Test\Photon-OnPremise-Server-SDK_v4-0-29-11263\deploy\Workload.config”。)
2018-03-05 22:21:31,241 [1] INFO  Photon.Common.LoadBalancer.ServerStateManager - Watching for application state file in D:\Project\Test\Photon-OnPremise-Server-SDK_v4-0-29-11263\deploy\ServerState.txt
2018-03-05 22:21:31,248 [1] INFO  Photon.Common.LoadBalancer.ServerStateManager - Server state is set to online
2018-03-05 22:21:31,253 [1] INFO  Photon.LoadBalancing.GameServer.GameApplication - Initializing master server connection ...
2018-03-05 22:21:31,284 [1] INFO  Photon.LoadBalancing.GameServer.MasterServerConnectionBase - Connecting to master at 127.0.0.1:4520, serverId=50f81fc9-d6a9-4d8e-835e-bc2d5131c90d
2018-03-05 22:21:31,303 [1] INFO  Photon.SocketServer.ApplicationBase - Application start: AppId=Game; AppPath=D:\Project\Test\Photon-OnPremise-Server-SDK_v4-0-29-11263\deploy\LoadBalancing\GameServer, Type=Photon.LoadBalancing.GameServer.GameApplication 
2018-03-05 22:21:31,313 [1] INFO  Photon.SocketServer.Diagnostics.CounterPublisher - CounterPublisher started publishing ExitGames.Diagnostics.Monitoring.CounterSamplePublisher to ExitGames.Diagnostics.Monitoring.CounterSampleSender
2018-03-05 22:21:32,154 [15] INFO  Photon.LoadBalancing.GameServer.MasterServerConnectionBase - Master connection established: address:127.0.0.1
2018-03-05 22:21:32,158 [15] INFO  Photon.Common.LoadBalancer.ServerStateManager - Server state is set to online
2018-03-05 22:21:32,166 [15] INFO  Photon.LoadBalancing.GameServer.OutgoingMasterServerPeer - Registering game server with address 192.168.3.7, TCP 4531, UDP 5056, WebSocket 9091, Secure WebSocket 19091, HTTP 80, ServerID 50f81fc9-d6a9-4d8e-835e-bc2d5131c90d, Hostname localhost, IPv6Address 
2018-03-05 22:21:32,236 [12] INFO  Photon.LoadBalancing.GameServer.OutgoingMasterServerPeer - Successfully registered at master server: serverId=50f81fc9-d6a9-4d8e-835e-bc2d5131c90d
2018-03-06 00:55:29,739 [1] INFO  Photon.LoadBalancing.GameServer.GameApplication - OnStopRequested: serverid=50f81fc9-d6a9-4d8e-835e-bc2d5131c90d
2018-03-06 00:55:29,744 [1] INFO  Photon.SocketServer.ApplicationBase - Application is stopping: AppId=Game
2018-03-06 00:55:29,746 [17] INFO  Photon.LoadBalancing.GameServer.OutgoingMasterServerPeer - connection to master closed (id=2, reason=ManagedDisconnect, detail=), serverId=50f81fc9-d6a9-4d8e-835e-bc2d5131c90d
2018-03-06 00:55:29,767 [1] INFO  Photon.LoadBalancing.GameServer.GameApplication - TearDown: serverId=50f81fc9-d6a9-4d8e-835e-bc2d5131c90d
2018-03-06 00:55:29,772 [1] INFO  Photon.SocketServer.ApplicationBase - Application stop: AppId=Game
2018-03-06 00:55:47,246 [1] INFO  Photon.LoadBalancing.GameServer.GameApplication - Setup: serverId=6a6aad0b-b8c6-464f-bc51-63730eec01e2
2018-03-06 00:55:47,672 [1] INFO  Photon.SocketServer.Diagnostics.HttpQueuePerformanceCounters - HTTP Queue performance counters successfully initialized
2018-03-06 00:55:47,679 [1] INFO  Photon.SocketServer.Diagnostics.HttpQueuePerformanceCounters - Internal HTTP Queue performance counters successfully created
2018-03-06 00:55:47,688 [1] INFO  Photon.LoadBalancing.GameServer.GameApplication - TokenCreator intialized with an expiration of 02:46:40
2018-03-06 00:55:48,839 [1] WARN  Photon.Common.LoadBalancer.LoadShedding.WorkloadController - Did not find counter Business Logic Queue
2018-03-06 00:55:48,845 [1] WARN  Photon.Common.LoadBalancer.LoadShedding.WorkloadController - Did not find counter ENet Queue
2018-03-06 00:55:48,850 [1] WARN  Photon.Common.LoadBalancer.LoadShedding.WorkloadController - Did not find counter bytes in/sec
2018-03-06 00:55:48,856 [1] WARN  Photon.Common.LoadBalancer.LoadShedding.WorkloadController - Did not find counter bytes out/sec
2018-03-06 00:55:48,861 [1] WARN  Photon.Common.LoadBalancer.LoadShedding.WorkloadController - Did not find counter ENet Threads Processing
2018-03-06 00:55:48,867 [1] WARN  Photon.Common.LoadBalancer.LoadShedding.WorkloadController - Did not find counter ENet Threads Active
2018-03-06 00:55:48,872 [1] WARN  Photon.Common.LoadBalancer.LoadShedding.WorkloadController - Did not find counter Time Spent In Server: In (ms)
2018-03-06 00:55:48,876 [1] WARN  Photon.Common.LoadBalancer.LoadShedding.WorkloadController - Did not find counter Time Spent In Server: Out (ms)
2018-03-06 00:55:48,882 [1] WARN  Photon.Common.LoadBalancer.LoadShedding.WorkloadController - Did not find counter TCP: Disconnected Peers +/sec
2018-03-06 00:55:48,887 [1] WARN  Photon.Common.LoadBalancer.LoadShedding.WorkloadController - Did not find counter TCP: Disconnected Peers (C) +/sec
2018-03-06 00:55:48,892 [1] WARN  Photon.Common.LoadBalancer.LoadShedding.WorkloadController - Did not find counter TCP: Peers
2018-03-06 00:55:48,897 [1] WARN  Photon.Common.LoadBalancer.LoadShedding.WorkloadController - Did not find counter UDP: Disconnected Peers +/sec
2018-03-06 00:55:48,902 [1] WARN  Photon.Common.LoadBalancer.LoadShedding.WorkloadController - Did not find counter UDP: Disconnected Peers (C) +/sec
2018-03-06 00:55:48,908 [1] WARN  Photon.Common.LoadBalancer.LoadShedding.WorkloadController - Did not find counter UDP: Peers
2018-03-06 00:55:48,919 [1] WARN  Photon.Common.LoadBalancer.LoadShedding.FeedbackControlSystem - Could not initialize Feedback Control System from configuration: Invalid configuration file D:\Project\Test\Photon-OnPremise-Server-SDK_v4-0-29-11263\deploy\Workload.config. Using default settings... (未能找到文件“D:\Project\Test\Photon-OnPremise-Server-SDK_v4-0-29-11263\deploy\Workload.config”。)
2018-03-06 00:55:48,931 [1] INFO  Photon.Common.LoadBalancer.ServerStateManager - Watching for application state file in D:\Project\Test\Photon-OnPremise-Server-SDK_v4-0-29-11263\deploy\ServerState.txt
2018-03-06 00:55:48,939 [1] INFO  Photon.Common.LoadBalancer.ServerStateManager - Server state is set to online
2018-03-06 00:55:48,945 [1] INFO  Photon.LoadBalancing.GameServer.GameApplication - Initializing master server connection ...
2018-03-06 00:55:48,979 [1] INFO  Photon.LoadBalancing.GameServer.MasterServerConnectionBase - Connecting to master at 127.0.0.1:4520, serverId=6a6aad0b-b8c6-464f-bc51-63730eec01e2
2018-03-06 00:55:49,001 [1] INFO  Photon.SocketServer.ApplicationBase - Application start: AppId=Game; AppPath=D:\Project\Test\Photon-OnPremise-Server-SDK_v4-0-29-11263\deploy\LoadBalancing\GameServer, Type=Photon.LoadBalancing.GameServer.GameApplication 
2018-03-06 00:55:49,010 [1] INFO  Photon.SocketServer.Diagnostics.CounterPublisher - CounterPublisher started publishing ExitGames.Diagnostics.Monitoring.CounterSamplePublisher to ExitGames.Diagnostics.Monitoring.CounterSampleSender
2018-03-06 00:55:49,844 [11] INFO  Photon.LoadBalancing.GameServer.MasterServerConnectionBase - Master connection established: address:127.0.0.1
2018-03-06 00:55:49,849 [11] INFO  Photon.Common.LoadBalancer.ServerStateManager - Server state is set to online
2018-03-06 00:55:49,858 [11] INFO  Photon.LoadBalancing.GameServer.OutgoingMasterServerPeer - Registering game server with address 113.103.5.145, TCP 4531, UDP 5056, WebSocket 9091, Secure WebSocket 19091, HTTP 80, ServerID 6a6aad0b-b8c6-464f-bc51-63730eec01e2, Hostname localhost, IPv6Address 
2018-03-06 00:55:49,909 [14] INFO  Photon.LoadBalancing.GameServer.OutgoingMasterServerPeer - Successfully registered at master server: serverId=6a6aad0b-b8c6-464f-bc51-63730eec01e2
2018-03-06 00:57:50,777 [1] INFO  Photon.LoadBalancing.GameServer.GameApplication - OnStopRequested: serverid=6a6aad0b-b8c6-464f-bc51-63730eec01e2
2018-03-06 00:57:50,783 [1] INFO  Photon.SocketServer.ApplicationBase - Application is stopping: AppId=Game
2018-03-06 00:57:50,786 [19] INFO  Photon.LoadBalancing.GameServer.OutgoingMasterServerPeer - connection to master closed (id=2, reason=ManagedDisconnect, detail=), serverId=6a6aad0b-b8c6-464f-bc51-63730eec01e2
